
Test Phase Duration: 0:05:44 (HH:MM:SS)

Class report: 
              precision    recall  f1-score   support

     alureon     0.2646    0.5547    0.3583       950
     banjori     1.0000    1.0000    1.0000       950
       bedep     0.6571    0.5568    0.6028       950
    ccleaner     0.9979    1.0000    0.9989       950
      chinad     0.9436    0.8274    0.8817       950
     corebot     1.0000    0.9947    0.9974       950
cryptolocker     0.4775    0.1674    0.2479       950
    dircrypt     0.2637    0.3547    0.3025       950
        dyre     0.9989    0.9968    0.9979       950
   fobber_v1     0.7783    0.9200    0.8432       950
   fobber_v2     0.2737    0.2821    0.2779       950
    gozi_gpl     0.9258    0.9589    0.9421       950
 gozi_luther     0.9118    0.8274    0.8675       950
   gozi_nasa     0.7553    0.6695    0.7098       950
gozi_rfc4343     0.6435    0.7905    0.7095       950
   kraken_v1     0.9261    0.5274    0.6720       950
   kraken_v2     0.4448    0.4284    0.4365       950
       locky     0.4950    0.2600    0.3409       950
      matsnu     0.9302    0.9537    0.9418       950
  murofet_v1     0.9831    0.9800    0.9815       950
  murofet_v2     0.7912    0.9811    0.8759       950
  murofet_v3     1.0000    0.9905    0.9952       950
      necurs     0.4041    0.2305    0.2936       950
      nymaim     0.8996    0.8674    0.8832       950
    padcrypt     0.9883    0.9811    0.9847       950
        pizd     0.6342    0.7263    0.6771       950
 proslikefan     0.4315    0.5537    0.4850       950
      pushdo     0.7953    0.9242    0.8549       950
      pykspa     0.2778    0.2547    0.2658       950
pykspa_noise     0.2584    0.1295    0.1725       950
      qadars     0.8775    0.7537    0.8109       950
      qakbot     0.7950    0.3021    0.4378       950
       ramdo     0.9508    0.9968    0.9733       950
      ramnit     0.2206    0.2116    0.2160       950
  ranbyus_v1     0.3807    0.7495    0.5050       950
  ranbyus_v2     0.5461    0.6674    0.6007       950
      rovnix     0.9224    0.8632    0.8918       950
     shiotob     0.7105    0.7621    0.7354       950
       simda     0.7451    0.8432    0.7911       950
      sisron     0.9989    0.9916    0.9952       950
  suppobox_1     0.7093    0.6653    0.6866       950
  suppobox_2     0.8920    0.9042    0.8981       950
  suppobox_3     0.9673    0.9968    0.9819       950
       symmi     0.9927    0.9979    0.9953       950
  tempedreve     0.3692    0.4947    0.4229       950
       tinba     0.4142    0.1347    0.2033       950
  vawtrak_v1     0.9865    1.0000    0.9932       950
  vawtrak_v2     0.8734    0.8063    0.8385       950
  vawtrak_v3     0.7015    0.9547    0.8087       950
 zeus-newgoz     0.9968    0.9937    0.9953       950
       legit     0.7660    0.6547    0.7060       950

    accuracy                         0.7144     48450
   macro avg     0.7249    0.7144    0.7075     48450
weighted avg     0.7249    0.7144    0.7075     48450

F1 Score, Precision and Recall: 
              Macro     Micro
F1 Score   0.707549  0.714386
Precision  0.724863  0.714386
Recall     0.714386  0.714386

Overall accuracy = 0.7143859649122807

Confusion matrix:
              alureon  banjori  bedep  ccleaner  chinad  corebot  \
necurs                  10         8     0         13          4         0   
nymaim                   0         0     0          0          0         8   
padcrypt                 0         0     0          0          0         0   
pizd                     0         0     0          0          0         0   
proslikefan              0         0     0          0         17         0   
pushdo                   0         1     0          0          1         0   
pykspa                  13         2     0          0         25         0   
pykspa_noise            17         7     0          0         28         0   
qadars                   0         4     0          0          0         0   
qakbot                  28        71     0         71         10         0   
ramdo                    0         0     0          0          0         0   
ramnit                   0       319     0          0        103         0   
ranbyus_v1              33        47     0         18          0         0   
ranbyus_v2               0        71     0        105          0         1   
rovnix                   0         0     0          0          0        60   
shiotob                  1         7     0          5          9         0   
simda                    0         0     0          0         19         0   
sisron                   0         0     0          0          0         0   
suppobox_1               0         0     0          0          0         0   
suppobox_2               0         0     0          0          0         0   
suppobox_3               0         0     0          1          0         0   
symmi                    0         0     0          0          0         0   
tempedreve               0         0     0          0         41         0   
tinba                   34        79     0          0         16         0   
vawtrak_v1               0         0     0          0          0         0   
vawtrak_v2               0         0     0          0          0         0   
vawtrak_v3               0         0     0          0          0         0   
zeus-newgoz              0         0     1          0          0         0   
legit                    0         0     0          0          2         0   

              gozi_luther  gozi_nasa  gozi_rfc4343  kraken_v1  kraken_v2  \
alureon                 0          0             0          0          5   
banjori                 0          0             0          0          0   
bedep                   0          2             1          0          0   
ccleaner                0          0             0          0          0   
chinad                  0          0             0          0          0   
corebot                 0          0             0          0          0   
cryptolocker            0          0             0          0          2   
dircrypt                0          3             0          0          3   
dyre                    0          0             0          0          0   
fobber_v1               0          0             0          0          0   
fobber_v2               0          0             0          0          4   
gozi_gpl                0          0             0          0          0   
gozi_luther           786         35            98          0          0   
gozi_nasa              35        636           231          0          0   
gozi_rfc4343           34        119           751          0          0   
kraken_v1               0          0             1        501        423   
kraken_v2               0          0             0         38        407   
locky                   0          0             0          0          5   
matsnu                  0         14            12          0          0   
murofet_v1              0          0             0          0          0   
murofet_v2              0          0             0          0          0   
murofet_v3              0          0             0          0          0   
necurs                  0          0             0          0          0   
nymaim                  0          5             8          0          0   
padcrypt                0          0             4          0          0   
pizd                    0          0             0          0          0   
proslikefan             0          0             0          0         16   
pushdo                  0          3             3          0          0   
pykspa                  0          0             0          0         18   
pykspa_noise            0          0             0          0         12   
qadars                  0          0             0          1          2   
qakbot                  0          0             0          0          2   
ramdo                   0          0             0          0          1   
ramnit                  1          2             3          0          2   
ranbyus_v1              0          1             0          0          1   
ranbyus_v2              1          0             1          0          0   
rovnix                  3         15            38          0          0   
shiotob                 0          0             1          0          0   
simda                   0          0             0          0          5   
sisron                  0          0             0          0          0   
suppobox_1              0          0             0          0          0   
suppobox_2              0          0             0          0          0   
suppobox_3              0          0             0          0          0   
symmi                   0          0             0          0          0   
tempedreve              0          0             0          0          1   
tinba                   0          0             2          0          3   
vawtrak_v1              0          0             0          0          0   
vawtrak_v2              0          0             0          0          0   
vawtrak_v3              0          1             0          0          0   
zeus-newgoz             0          0             0          0          0   
legit                   2          6            13          1          3   

              locky  matsnu  murofet_v1  murofet_v2  murofet_v3  necurs  \
alureon           0       0           0           0           0       0   
banjori           0       0           0           0           0       0   
bedep             0       1           0           0           0       0   
ccleaner          0       0           0           0           0       0   
chinad            0       0           0           3           0       2   
corebot           0       0           0           0           0       0   
cryptolocker     17       0           0          99           0      10   
dircrypt          0       0           0           0           0       0   
dyre              0       0           0           0           0       0   
fobber_v1         0       0           0           0           0       1   
fobber_v2         0       0           0           0           0       0   
gozi_gpl          0       0           1           0           0       0   
gozi_luther       0       3           0           0           0       0   
gozi_nasa         0      12           0           0           0       0   
gozi_rfc4343      0      10           0           0           0       0   
kraken_v1         0       0           0           0           0       0   
kraken_v2        28       0           0           0           0      63   
locky           247       0           0          44           0      68   
matsnu            0     906           0           0           0       0   
murofet_v1        0       0         931           0           0      14   
murofet_v2        1       0           0         932           0       0   
murofet_v3        0       0           9           0         941       0   
necurs           55       0           6          15           0     219   
nymaim            2      23           0           0           0       2   
padcrypt          0       0           0           0           0       0   
pizd              0       0           0           0           0       0   
proslikefan      11       0           0           0           0      26   
pushdo            2       0           0           0           0       3   
pykspa            5       0           0           0           0       0   
pykspa_noise      5       0           0           0           0       5   
qadars            1       0           0           0           0       0   
qakbot            9       0           0          70           0      16   
ramdo             0       0           0           0           0       0   
ramnit            0       0           0           0           0       0   
ranbyus_v1       18       0           0           0           0      27   
ranbyus_v2       12       0           0           0           0      30   
rovnix            0       0           0           0           0       0   
shiotob           0       0           0           0           0       0   
simda             0       0           0           0           0      20   
sisron            0       0           0           0           0       0   
suppobox_1        0       0           0           0           0       0   
suppobox_2        0       0           0           0           0       0   
suppobox_3        0       0           0           0           0       0   
symmi             0       0           0           0           0       0   
tempedreve        3       0           0           0           0       3   
tinba            83       0           0          15           0      33   
vawtrak_v1        0       0           0           0           0       0   
vawtrak_v2        0       0           0           0           0       0   
vawtrak_v3        0       0           0           0           0       0   
zeus-newgoz       0       0           0           0           0       0   
legit             0      19           0           0           0       0   

              nymaim  padcrypt  pizd  proslikefan  pushdo  pykspa  \
alureon            0         1     0            0      15       2   
banjori            0         0     0            0       0       0   
bedep              0         0     0            0      10       2   
ccleaner           0         0     0            0       0       0   
chinad             0         0     0            0       0       0   
corebot            0         0     0            0       0       0   
cryptolocker       1         1     3            1       5      24   
dircrypt           0         0     0            0      16       2   
dyre               0         0     0            0       0       0   
fobber_v1          0         1     1            0       0       0   
fobber_v2          0         0     0            0      29       1   
gozi_gpl           8         0     0            0       0       0   
gozi_luther        2         0     0            0      12       0   
gozi_nasa          1         0     0            0       4       0   
gozi_rfc4343       1         0     0            0       2       0   
kraken_v1          0         1     0            0       0       2   
kraken_v2          0         0     0          118       3       2   
locky              3         1     0          107      12      37   
matsnu             0         0     0            0       1       0   
murofet_v1         0         0     0            0       0       0   
murofet_v2         0         0     0            1       0       0   
murofet_v3         0         0     0            0       0       0   
necurs             2         0     1          153       2      10   
nymaim           824         0    15            6       2       2   
padcrypt           1       932     0            0       0       0   
pizd               0         0   690            0       0       0   
proslikefan        1         0     0          526       0     105   
pushdo             5         0     0            0     878       2   
pykspa             3         0     0           71      15     242   
pykspa_noise       2         0     1           76      12     264   
qadars             0         0     2            0       3       5   
qakbot             2         3     0           44       3      40   
ramdo              1         0     0            0       0       0   
ramnit             0         0     0            0      20       4   
ranbyus_v1         7         1     0            0       4       2   
ranbyus_v2         2         1     0            0       1       0   
rovnix             6         0     0            0       0       0   
shiotob            1         0     1            2       2       7   
simda              7         0     0           18      15       5   
sisron             0         0     0            0       0       0   
suppobox_1         0         0   307            0       0       0   
suppobox_2         0         0    58            0       0       0   
suppobox_3         1         0     0            0       0       0   
symmi              0         0     0            0       0       0   
tempedreve         1         0     1           60       5      99   
tinba              2         1     2            6      23       9   
vawtrak_v1         0         0     0            0       0       0   
vawtrak_v2         0         0     0            0       4       0   
vawtrak_v3         0         0     0            0       5       0   
zeus-newgoz        0         0     0            0       0       0   
legit             32         0     6           30       1       3   

              pykspa_noise  qadars  qakbot  ramdo  ramnit  ranbyus_v1  \
alureon                  4       0       0      0      11           0   
banjori                  0       0       0      0       0           0   
bedep                    0       0       0      0     114           3   
ccleaner                 0       0       0      0       0           0   
chinad                   0      34       5      1       0           1   
corebot                  0       0       0      0       0           0   
cryptolocker            11       0       8      7      53         337   
dircrypt                 0       0       0      0     171           5   
dyre                     0       0       0      0       0           0   
fobber_v1                0       0       2      0       0           1   
fobber_v2                2       0       0      0      32           0   
gozi_gpl                 0       0       0      0       0           1   
gozi_luther              0       0       0      0       1           0   
gozi_nasa                0       0       0      0       3           0   
gozi_rfc4343             0       0       0      0       4           0   
kraken_v1                0       0       2      0       3           7   
kraken_v2                0       0       1      3      23          21   
locky                   12       0      15      3       0         187   
matsnu                   0       0       0      0       0           0   
murofet_v1               0       0       0      0       0           0   
murofet_v2               0       0       0      0       0           0   
murofet_v3               0       0       0      0       0           0   
necurs                   4       0      12      1       4         189   
nymaim                   2       0       0      0       0           0   
padcrypt                 0       0       0      0       3           1   
pizd                     0       0       0      0       0           0   
proslikefan             36       0       1      0       0           5   
pushdo                   0       0       0      0       1           0   
pykspa                 146       0      13     10       3          18   
pykspa_noise           123       0       7      9      11          17   
qadars                   3     716       0      2       0           3   
qakbot                  23       0     287      7      23          72   
ramdo                    0       0       0    947       0           0   
ramnit                   5       0       1      0     201           8   
ranbyus_v1               0       0       1      5      35         712   
ranbyus_v2               0       0       0      0      23          50   
rovnix                   0       0       0      0       0           0   
shiotob                  5      54       1      0       8           4   
simda                    5       0       0      0       1           1   
sisron                   0       5       0      0       0           0   
suppobox_1               0       0       0      0       0           0   
suppobox_2               1       0       0      0       0           0   
suppobox_3               0       0       0      0       0           0   
symmi                    0       0       0      0       0           0   
tempedreve              75       0       0      0       7           1   
tinba                   10       0       3      0     171         226   
vawtrak_v1               0       0       0      0       0           0   
vawtrak_v2               0       0       0      0       0           0   
vawtrak_v3               0       0       0      0       0           0   
zeus-newgoz              0       0       1      0       0           0   
legit                    9       7       1      1       5           0   

              ranbyus_v2  rovnix  shiotob  simda  sisron  suppobox_1  \
alureon                0       0        0      2       0           0   
banjori                0       0        0      0       0           0   
bedep                  4       0        5      0       1           0   
ccleaner               0       0        0      0       0           0   
chinad                 7       0       99      0       0           0   
corebot                0       0        0      0       0           0   
cryptolocker          53       0        0      0       0           0   
dircrypt               7       0        0      3       0           0   
dyre                   0       0        0      0       0           0   
fobber_v1             66       0        0      0       0           0   
fobber_v2              0       0        0      2       0           0   
gozi_gpl               0      26        0      0       0           0   
gozi_luther            0       2        0      0       0           0   
gozi_nasa              0      14        0      0       0           0   
gozi_rfc4343           0       9        0      0       0           0   
kraken_v1              0       0        0      0       0           0   
kraken_v2              0       0        0      4       0           0   
locky                115       0        0     10       0           0   
matsnu                 0       0        0      0       0           0   
murofet_v1             4       0        0      0       0           0   
murofet_v2             0       0        0      0       0           0   
murofet_v3             0       0        0      0       0           0   
necurs               197       2        0      5       0           0   
nymaim                 3      12        0      3       0           7   
padcrypt               4       1        0      0       0           2   
pizd                   0       0        0      0       0         228   
proslikefan            0       0        0     58       0           0   
pushdo                 0       0        0      0       0           0   
pykspa                 0       0        1     74       0           0   
pykspa_noise           0       0        0     63       0           1   
qadars                 0       0      179      0       0           0   
qakbot                33       1        0      2       0           0   
ramdo                  0       1        0      0       0           0   
ramnit                 5       0        0      1       0           0   
ranbyus_v1            26       0        0      0       0           1   
ranbyus_v2           634       0        0      0       0           0   
rovnix                 0     820        0      0       0           0   
shiotob                3       0      724      0       0           0   
simda                  0       0        0    801       0           0   
sisron                 0       0        3      0     942           0   
suppobox_1             0       0        0      0       0         632   
suppobox_2             0       0        0      0       0          16   
suppobox_3             0       1        0      0       0           0   
symmi                  0       0        0      0       0           0   
tempedreve             0       0        0     12       0           0   
tinba                  0       0        0      0       0           1   
vawtrak_v1             0       0        0      0       0           0   
vawtrak_v2             0       0        0      0       0           0   
vawtrak_v3             0       0        0      0       0           0   
zeus-newgoz            0       0        1      0       0           0   
legit                  0       0        7     35       0           3   

              suppobox_2  suppobox_3  symmi  tempedreve  tinba  vawtrak_v1  \
alureon                0           0      0          41      0           0   
banjori                0           0      0           0      0           0   
bedep                  0           0      0           2      6           0   
ccleaner               0           0      0           0      0           0   
chinad                 0           0      0           0      0           0   
corebot                0           0      3           0      0           0   
cryptolocker           0           0      0          20     35           0   
dircrypt               0           0      0          14      4           0   
dyre                   0           0      0           0      0           0   
fobber_v1              0           4      0           0      0           0   
fobber_v2              0           0      0          30      0           0   
gozi_gpl               0           0      0           0      1           0   
gozi_luther            0           0      0           0      0           0   
gozi_nasa              0           0      0           0      0           0   
gozi_rfc4343           0           0      0           0      0           0   
kraken_v1              0           0      1           2      0           0   
kraken_v2              0           0      0          10     10           0   
locky                  0           0      0          30     26           0   
matsnu                 0           0      0           0      0           0   
murofet_v1             0           0      0           0      0           0   
murofet_v2             0           0      0           0     12           0   
murofet_v3             0           0      0           0      0           0   
necurs                 0           0      0          17     16           1   
nymaim                 2           3      0           0      1           4   
padcrypt               0           0      1           0      0           0   
pizd                  20          11      0           1      0           0   
proslikefan            9           0      0          53      8           0   
pushdo                 0           0      0           1      0           0   
pykspa                12           0      0         202     11           0   
pykspa_noise          13           0      0         194     12           0   
qadars                 0           0      0           7      5           8   
qakbot                 1           0      0          75     22           0   
ramdo                  0           0      0           0      0           0   
ramnit                 0           0      0          16      1           0   
ranbyus_v1             0           0      0           0      5           0   
ranbyus_v2             0           2      0           0      0           0   
rovnix                 0           6      0           0      0           0   
shiotob                0           0      1          17      3           0   
simda                  0           0      0           1      0           0   
sisron                 0           0      0           0      0           0   
suppobox_1             8           3      0           0      0           0   
suppobox_2           859           1      0           3      0           0   
suppobox_3             0         947      0           0      0           0   
symmi                  0           2    948           0      0           0   
tempedreve             3           0      0         470      3           0   
tinba                  0           0      1          66    128           0   
vawtrak_v1             0           0      0           0      0         950   
vawtrak_v2             0           0      0           0      0           0   
vawtrak_v3             0           0      0           0      0           0   
zeus-newgoz            0           0      0           0      0           0   
legit                 36           0      0           1      0           0   

              vawtrak_v2  vawtrak_v3  zeus-newgoz  legit  
alureon               18          17            0      1  
banjori                0           0            0      0  
bedep                  0           0            0      0  
ccleaner               0           0            0      0  
chinad                 0           0            0      1  
corebot                0           0            0      0  
cryptolocker           0           0            0      0  
dircrypt               4           8            0      3  
dyre                   0           0            3      0  
fobber_v1              0           0            0      0  
fobber_v2             14          13            0      2  
gozi_gpl               0           0            0      1  
gozi_luther            2           2            0      3  
gozi_nasa              0           2            0     10  
gozi_rfc4343           0           3            0     13  
kraken_v1              1           3            0      0  
kraken_v2              2           8            0      4  
locky                  0           0            0      0  
matsnu                 0           0            0     17  
murofet_v1             0           0            0      0  
murofet_v2             0           0            0      0  
murofet_v3             0           0            0      0  
necurs                 0           0            0      3  
nymaim                 0           2            0     14  
padcrypt               0           0            0      0  
pizd                   0           0            0      0  
proslikefan            3           2            0     12  
pushdo                 6          23            0     12  
pykspa                 4          13            0     13  
pykspa_noise           3          15            0     16  
qadars                 0           1            0      0  
qakbot                 0           1            0      1  
ramdo                  0           0            0      0  
ramnit                 6          10            0      2  
ranbyus_v1             0           0            0      0  
ranbyus_v2             0           0            0      0  
rovnix                 0           0            0      0  
shiotob                1           0            0      2  
simda                  2           8            0     21  
sisron                 0           0            0      0  
suppobox_1             0           0            0      0  
suppobox_2             0           0            0     12  
suppobox_3             0           0            0      0  
symmi                  0           0            0      0  
tempedreve             3           1            0      2  
tinba                  3           1            0      0  
vawtrak_v1             0           0            0      0  
vawtrak_v2           766         163            0     17  
vawtrak_v3            29         907            0      8  
zeus-newgoz            0           0          944      0  
legit                 10          90            0    622  
True positive: 34612


