
Test Phase Duration: 0:57:49 (HH:MM:SS)

Class report: 
              precision    recall  f1-score   support

     alureon     0.2838    0.3011    0.2922       900
     banjori     0.9978    1.0000    0.9989       900
       bedep     0.5732    0.5089    0.5391       900
    ccleaner     0.9923    0.9989    0.9956       900
      chinad     0.8131    0.8844    0.8473       900
     corebot     0.9989    0.9689    0.9836       900
cryptolocker     0.3485    0.4933    0.4085       900
    dircrypt     0.3253    0.2089    0.2544       900
        dyre     0.9967    0.9989    0.9978       900
   fobber_v1     0.7948    0.8089    0.8018       900
   fobber_v2     0.2959    0.3456    0.3188       900
    gozi_gpl     0.8952    0.9489    0.9213       900
 gozi_luther     0.8079    0.8456    0.8263       900
   gozi_nasa     0.6354    0.6989    0.6656       900
gozi_rfc4343     0.7009    0.6222    0.6592       900
   kraken_v1     0.7512    0.7044    0.7271       900
   kraken_v2     0.4060    0.5378    0.4627       900
       locky     0.4389    0.3833    0.4093       900
      matsnu     0.8335    0.9789    0.9004       900
  murofet_v1     0.9704    0.9833    0.9768       900
  murofet_v2     0.7912    0.9389    0.8587       900
  murofet_v3     0.9966    0.9867    0.9916       900
      necurs     0.5211    0.3156    0.3931       900
      nymaim     0.7621    0.8400    0.7992       900
    padcrypt     0.8501    0.9644    0.9037       900
        pizd     0.8106    0.7133    0.7589       900
 proslikefan     0.5591    0.4467    0.4966       900
      pushdo     0.7208    0.9122    0.8053       900
      pykspa     0.2843    0.2967    0.2904       900
pykspa_noise     0.3426    0.1233    0.1814       900
      qadars     0.8479    0.8178    0.8326       900
      qakbot     0.6099    0.3422    0.4384       900
       ramdo     0.9283    0.9922    0.9592       900
      ramnit     0.2232    0.1778    0.1979       900
  ranbyus_v1     0.5725    0.5000    0.5338       900
  ranbyus_v2     0.4917    0.6233    0.5497       900
      rovnix     0.8037    0.8778    0.8391       900
     shiotob     0.7187    0.6244    0.6683       900
       simda     0.7919    0.8500    0.8199       900
      sisron     0.9772    1.0000    0.9885       900
  suppobox_1     0.7777    0.8822    0.8267       900
  suppobox_2     0.8046    0.9744    0.8814       900
  suppobox_3     0.8919    0.9989    0.9423       900
       symmi     0.9698    1.0000    0.9847       900
  tempedreve     0.4120    0.5044    0.4535       900
       tinba     0.4675    0.2078    0.2877       900
  vawtrak_v1     0.9729    0.9989    0.9857       900
  vawtrak_v2     0.8327    0.9400    0.8831       900
  vawtrak_v3     0.8914    0.7933    0.8395       900
 zeus-newgoz     0.9865    0.9744    0.9804       900
       legit     0.5520    0.6433    0.5942       900

    accuracy                         0.7153     45900
   macro avg     0.7063    0.7153    0.7049     45900
weighted avg     0.7063    0.7153    0.7049     45900

F1 Score, Precision and Recall: 
              Macro     Micro
F1 Score   0.704939  0.715338
Precision  0.706310  0.715338
Recall     0.715338  0.715338

Overall accuracy = 0.7153376906318083

Confusion matrix:
              alureon  banjori  bedep  ccleaner  chinad  corebot  \
dyre                   0       0        0      0       0           0   
fobber_v1             33       9        0      0       4           3   
fobber_v2              0       0       16      0       1           0   
gozi_gpl               0      39        0      0       0           0   
gozi_luther            0       8        0      0       0           0   
gozi_nasa              0      44        0      0       0           0   
gozi_rfc4343           0      42        0      0       0           0   
kraken_v1              0       0        0      0       0           0   
kraken_v2              0       0        4      2       2           0   
locky                 58       1        1      6       0           0   
matsnu                 0       0        0      0       0           0   
murofet_v1             0       2        0      0       0           0   
murofet_v2             0       1        0      0       0           0   
murofet_v3             0       0        0      0       0           0   
necurs               178       5        0     10       0           1   
nymaim                 0      24        0      1       0          19   
padcrypt               1       5        0      0       1           0   
pizd                   0       0        0      0       0         165   
proslikefan            0       0        2     54       0           0   
pushdo                 0       0        0      0       1           0   
pykspa                 0       0        6     53       0           2   
pykspa_noise           0       0        5     41       4           2   
qadars                 0       0       80      0       2           0   
qakbot                21       9        0      2       1           0   
ramdo                  0       0        0      0       0           0   
ramnit               106       0        5      1       0           0   
ranbyus_v1            22       0        3      0       1           2   
ranbyus_v2           561       0        0      0       1           1   
rovnix                 0     790        0      0       0           0   
shiotob                2       0      562      0       0           1   
simda                  0       0        0    765       0           0   
sisron                 0       0        0      0     900           0   
suppobox_1             0       0        0      0       0         794   
suppobox_2             0       0        0      0       0          14   
suppobox_3             0       1        0      0       0           0   
symmi                  0       0        0      0       0           0   
tempedreve             0       0       12     12       0           5   
tinba                  0       0        7      0       1           4   
vawtrak_v1             0       0        0      0       0           0   
vawtrak_v2             0       0        0      0       0           0   
vawtrak_v3             0       0        0      0       0           0   
zeus-newgoz            0       0        0      0       0           0   
legit                  0       2        8     17       0           5   

              suppobox_2  suppobox_3  symmi  tempedreve  tinba  vawtrak_v1  \
alureon                0           0      0          15      9           0   
banjori                0           0      0           0      0           0   
bedep                  0           0      0           2      9           0   
ccleaner               0           0      0           0      0           0   
chinad                 0           0      0           0      1           0   
corebot                0           0     22           0      0           0   
cryptolocker           0           2      0          22     31           0   
dircrypt               0           0      0           8      9           0   
dyre                   0           0      0           0      0           0   
fobber_v1              0          12      2           0      0           1   
fobber_v2              0           0      0          14      9           0   
gozi_gpl               0           0      0           0      0           0   
gozi_luther            0           1      0           0      0           0   
gozi_nasa              0           0      0           0      0           0   
gozi_rfc4343           0           2      0           0      0           0   
kraken_v1              0           0      0           0      2           0   
kraken_v2              0           0      0           7      7           0   
locky                  0           0      0          33     21           0   
matsnu                 0           0      0           0      0           0   
murofet_v1             0           0      0           0      0           0   
murofet_v2             0           0      0           0      0           1   
murofet_v3             0           0      0           0      0           0   
necurs                 1           0      0           9     17           4   
nymaim                 8          14      0           0      0           5   
padcrypt               1           1      0           0      0           0   
pizd                  53          37      0           0      0           0   
proslikefan           17           0      0          56     12           1   
pushdo                 0           0      0           1      0           0   
pykspa                38           0      1         175     12           0   
pykspa_noise          30           0      1         162      9           0   
qadars                 0           0      0           6      1           9   
qakbot                 5           5      0          73      8           0   
ramdo                  0           0      0           0      0           0   
ramnit                 0           0      1           3     14           0   
ranbyus_v1             0           0      0           2     28           0   
ranbyus_v2             0           4      0           0      1           0   
rovnix                 0           9      0           0      0           0   
shiotob                2           0      0          20      5           0   
simda                  0           0      0           1      0           1   
sisron                 0           0      0           0      0           0   
suppobox_1             6          12      0           0      0           0   
suppobox_2           877           1      0           0      0           0   
suppobox_3             0         899      0           0      0           0   
symmi                  0           0    900           0      0           0   
tempedreve            10           1      0         454      8           0   
tinba                  2           0      1          37    187           0   
vawtrak_v1             0           0      0           0      0         899   
vawtrak_v2             0           0      0           0      0           0   
vawtrak_v3             0           1      0           0      0           0   
zeus-newgoz            0           0      0           0      0           0   
legit                 40           7      0           2      0           3   

              vawtrak_v2  vawtrak_v3  zeus-newgoz  legit  
alureon               15           6            0     25  
banjori                0           0            0      0  
bedep                  0           0            0      0  
ccleaner               0           0            0      0  
chinad                 0           0            6      0  
corebot                0           0            4      0  
cryptolocker           1           1            0      0  
dircrypt              10           1            0     17  
dyre                   0           0            1      0  
fobber_v1              0           0            0      0  
fobber_v2             13           5            0     24  
gozi_gpl               0           0            0      1  
gozi_luther            1           1            0      5  
gozi_nasa              2           2            0     12  
gozi_rfc4343           0           1            0     14  
kraken_v1              1           0            0      2  
kraken_v2              2           5            0     17  
locky                  0           0            0      4  
matsnu                 0           0            0      4  
murofet_v1             0           0            0      0  
murofet_v2             0           0            0      0  
murofet_v3             0           0            0      0  
necurs                 0           0            0      9  
nymaim                 0           2            0     13  
padcrypt               0           0            0      0  
pizd                   1           0            0      0  
proslikefan            3           1            0     41  
pushdo                 9          17            0      8  
pykspa                 8           0            0     33  
pykspa_noise           8           3            0     29  
qadars                 1           0            0      0  
qakbot                 0           0            1      4  
ramdo                  0           0            0      0  
ramnit                11           3            0     22  
ranbyus_v1             0           0            0      0  
ranbyus_v2             0           0            0      0  
rovnix                 0           0            0      0  
shiotob                1           2            0      1  
simda                  2           2            0     61  
sisron                 0           0            0      0  
suppobox_1             0           0            0      0  
suppobox_2             0           0            0      0  
suppobox_3             0           0            0      0  
symmi                  0           0            0      0  
tempedreve             1           1            0      6  
tinba                  1           0            0      1  
vawtrak_v1             0           0            0      0  
vawtrak_v2           846          13            0     40  
vawtrak_v3            65         714            0     77  
zeus-newgoz            0           0          877      0  
legit                 14          21            0    579  
True positive: 32834


